age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
37;technician;married;secondary;no;-1260;no;yes;unknown;9;mar;278;2;-1;0;unknown;no
24;technician;married;tertiary;no;1753;no;no;cellular;10;jul;157;4;307;1;unknown;yes
34;blue-collar;married;secondary;no;2570;yes;no;cellular;13;oct;339;1;133;4;success;yes
51;technician;married;secondary;no;923;no;yes;cellular;5;sep;261;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;180;yes;yes;cellular;14;may;257;1;119;1;unknown;no
43;services;married;secondary;no;5152;yes;no;cellular;4;aug;58;1;-1;0;unknown;no
34;services;divorced;secondary;no;1077;no;no;unknown;14;may;97;2;-1;0;unknown;no
58;self-employed;married;secondary;no;-2295;no;yes;unknown;11;oct;109;4;-1;0;unknown;yes
34;blue-collar;single;primary;no;-1949;yes;no;cellular;28;jun;429;1;-1;0;failure;no
28;technician;single;tertiary;no;2091;yes;yes;cellular;22;aug;387;1;-1;0;unknown;yes
48;blue-collar;married;secondary;no;10357;yes;no;cellular;10;mar;75;4;-1;0;unknown;no
46;admin.;married;secondary;no;-1577;yes;no;cellular;5;jul;14;5;-1;0;unknown;no
35;services;married;secondary;no;405;yes;no;cellular;21;jun;379;3;-1;0;unknown;no
42;management;married;secondary;no;8564;yes;no;cellular;12;jul;137;2;-1;0;unknown;no
45;technician;single;secondary;no;-102;no;no;cellular;21;jul;64;4;-1;0;unknown;yes
43;housemaid;married;secondary;no;2716;no;no;cellular;15;dec;32;1;-1;0;success;yes
46;blue-collar;married;secondary;no;6977;yes;no;cellular;24;aug;3;1;-1;0;unknown;no
35;technician;married;secondary;no;-1504;no;yes;unknown;13;may;145;5;-1;0;unknown;yes
46;management;married;secondary;yes;422;yes;no;cellular;26;sep;107;1;-1;0;unknown;no
41;blue-collar;single;secondary;no;-103;yes;no;cellular;8;apr;309;3;-1;0;other;no
35;services;married;tertiary;no;-3000;yes;no;cellular;26;jul;977;3;-1;0;failure;yes
38;management;married;secondary;no;6058;no;no;cellular;4;nov;60;3;-1;0;unknown;no
39;retired;divorced;secondary;no;-406;yes;no;unknown;13;apr;72;2;-1;0;unknown;no
25;management;single;primary;no;-1278;no;no;cellular;15;oct;106;3;-1;0;unknown;yes
33;technician;married;secondary;no;16;no;no;unknown;9;aug;163;3;-1;0;unknown;yes
41;technician;married;secondary;no;4136;yes;no;cellular;24;jun;311;4;-1;0;unknown;no
26;services;married;secondary;no;1688;yes;no;cellular;28;may;112;5;-1;0;unknown;no
34;admin.;married;tertiary;no;-1024;no;no;cellular;6;may;28;3;-1;0;unknown;no
67;technician;married;secondary;no;2577;no;no;telephone;18;dec;340;3;-1;0;unknown;yes
28;self-employed;married;secondary;no;3787;no;no;cellular;9;may;411;8;-1;0;unknown;no
36;services;married;tertiary;no;1278;yes;no;unknown;22;jul;73;1;211;0;unknown;no
31;housemaid;married;tertiary;no;645;no;yes;cellular;24;mar;38;2;-1;0;failure;no
39;technician;divorced;primary;no;4397;yes;no;cellular;6;may;195;5;-1;0;unknown;no
32;services;married;secondary;no;812;no;no;cellular;21;aug;60;2;-1;0;unknown;no
38;blue-collar;married;secondary;no;6174;no;no;cellular;7;may;121;1;289;1;unknown;no
33;management;married;primary;no;-922;no;no;cellular;12;dec;390;1;-1;0;unknown;no
52;technician;divorced;secondary;no;-992;yes;yes;cellular;4;jun;64;2;-1;0;unknown;no
41;admin.;married;primary;no;-1361;no;no;cellular;26;jun;426;3;-1;0;failure;no
29;unemployed;married;tertiary;no;633;yes;yes;telephone;11;feb;291;1;-1;0;unknown;no
50;self-employed;divorced;secondary;no;1357;yes;no;unknown;3;dec;64;2;-1;0;unknown;no
30;retired;single;primary;no;-2626;yes;yes;unknown;27;may;194;2;-1;0;unknown;no
23;blue-collar;single;primary;no;1640;no;no;cellular;28;jun;247;4;-1;0;unknown;no
40;blue-collar;married;tertiary;no;3046;no;no;unknown;7;may;58;5;-1;0;unknown;no
61;technician;married;secondary;no;-3000;yes;no;unknown;2;may;40;1;-1;0;unknown;yes
20;blue-collar;single;secondary;no;-213;no;no;cellular;10;jul;196;4;-1;0;unknown;yes
26;student;divorced;secondary;no;3052;yes;no;cellular;3;jul;307;7;-1;0;unknown;no
49;management;married;secondary;no;-1918;yes;no;cellular;17;may;162;5;-1;0;unknown;no
33;blue-collar;married;secondary;no;402;yes;no;cellular;11;jun;18;1;-1;0;failure;no
47;admin.;married;primary;no;4614;no;no;unknown;28;aug;674;1;105;0;unknown;yes
31;management;single;secondary;no;6735;yes;no;unknown;1;may;308;3;121;3;unknown;no
42;unemployed;married;secondary;no;2669;yes;no;unknown;2;may;252;4;-1;0;unknown;no
60;housemaid;married;secondary;no;842;no;no;cellular;13;may;268;2;-1;0;unknown;no
27;entrepreneur;married;secondary;no;-154;yes;no;cellular;14;may;132;1;-1;0;unknown;no
52;entrepreneur;married;secondary;no;4082;no;no;cellular;17;apr;1081;1;-1;0;unknown;yes
48;management;married;primary;no;4750;yes;no;cellular;2;may;37;3;-1;0;unknown;yes
24;management;married;secondary;no;-2119;no;no;telephone;17;jun;349;3;-1;0;unknown;yes
47;technician;single;secondary;no;4081;no;no;cellular;19;mar;142;4;122;1;unknown;no
41;management;married;unknown;no;-471;no;no;telephone;25;jul;553;1;-1;0;failure;yes
42;management;married;secondary;no;-1228;yes;no;cellular;9;dec;328;3;51;0;unknown;yes
44;blue-collar;married;secondary;no;889;no;no;unknown;24;dec;214;2;97;3;unknown;no
37;unemployed;married;secondary;no;4324;yes;no;cellular;25;sep;721;3;-1;0;unknown;yes
41;blue-collar;married;tertiary;no;2278;no;no;unknown;12;may;633;5;-1;0;unknown;yes
43;admin.;married;tertiary;no;2196;yes;no;unknown;16;jan;13;3;-1;0;unknown;no
49;self-employed;married;secondary;no;2407;yes;no;unknown;4;sep;55;1;-1;0;unknown;no
24;management;married;secondary;no;2752;no;no;unknown;24;feb;293;4;-1;0;unknown;yes
55;management;married;secondary;no;1007;no;no;telephone;11;may;662;1;-1;0;failure;yes
28;management;divorced;secondary;no;3245;yes;no;cellular;21;jun;146;3;-1;0;unknown;yes
49;student;married;tertiary;no;-629;no;no;unknown;20;may;10;4;261;1;unknown;yes
41;blue-collar;single;secondary;no;3303;no;no;unknown;4;sep;268;6;-1;0;unknown;no
26;technician;married;primary;no;3920;no;no;cellular;2;aug;56;5;378;4;unknown;no
46;retired;single;tertiary;no;3447;yes;no;unknown;10;aug;208;2;-1;0;unknown;yes
30;management;single;tertiary;no;3603;no;no;cellular;9;aug;126;3;-1;0;unknown;yes
52;management;married;secondary;no;2744;yes;no;cellular;25;may;212;2;-1;0;failure;yes
33;blue-collar;married;tertiary;no;4870;yes;no;cellular;17;aug;700;3;-1;0;unknown;yes
24;services;married;secondary;no;-3000;no;no;cellular;12;may;172;2;-1;0;unknown;yes
57;management;married;tertiary;no;3911;no;yes;cellular;4;jul;9;2;-1;0;unknown;no
42;blue-collar;divorced;tertiary;no;7276;no;no;cellular;9;apr;226;1;-1;0;unknown;yes
50;management;single;secondary;no;-515;yes;yes;cellular;14;jul;102;2;168;3;failure;no
31;unknown;divorced;tertiary;no;-851;yes;no;unknown;4;dec;391;4;287;1;unknown;no
20;management;married;tertiary;no;5208;yes;no;cellular;2;feb;165;5;-1;0;failure;no
59;technician;single;secondary;no;-1430;yes;no;cellular;18;apr;351;5;-1;0;unknown;yes
40;entrepreneur;divorced;secondary;no;-650;yes;no;cellular;13;apr;622;1;-1;0;unknown;yes
46;admin.;married;tertiary;no;1859;yes;no;cellular;10;may;116;3;-1;0;unknown;no
48;blue-collar;married;secondary;no;-1046;no;no;cellular;14;may;1181;6;-1;0;failure;yes
37;management;single;secondary;no;3975;no;no;cellular;9;aug;42;1;-1;0;unknown;no
43;blue-collar;married;tertiary;no;-1022;no;yes;unknown;11;jun;268;4;-1;0;unknown;no
58;admin.;single;tertiary;no;2431;no;no;cellular;20;jun;9;5;-1;0;unknown;no
40;technician;married;secondary;no;2203;yes;no;telephone;1;aug;62;3;-1;0;unknown;no
51;technician;single;secondary;no;6341;yes;no;unknown;12;may;261;2;337;1;unknown;yes
19;services;married;secondary;no;4845;no;no;unknown;17;may;12;3;-1;0;success;no
53;blue-collar;married;secondary;no;-238;yes;no;cellular;17;aug;27;5;179;0;failure;no
24;blue-collar;married;secondary;no;-2443;no;no;cellular;8;aug;89;1;-1;0;unknown;yes
52;admin.;single;tertiary;no;3863;yes;no;cellular;17;jan;222;3;-1;0;unknown;no
45;services;single;secondary;no;-610;yes;no;cellular;21;apr;4;1;-1;0;unknown;no
39;technician;married;secondary;no;342;no;no;cellular;25;may;171;3;334;0;unknown;no
39;management;married;secondary;no;-1829;no;no;unknown;20;may;255;3;-1;0;unknown;no
38;blue-collar;single;unknown;no;3387;no;no;cellular;27;may;133;1;111;1;unknown;no
31;management;married;secondary;no;-589;yes;no;cellular;25;jul;18;2;-1;0;unknown;no
38;entrepreneur;single;primary;no;1244;yes;yes;cellular;21;sep;245;4;-1;0;unknown;no
65;housemaid;married;primary;no;1291;no;no;unknown;13;may;242;2;-1;0;unknown;yes
55;retired;married;secondary;no;1900;yes;no;telephone;25;jul;183;1;-1;0;unknown;no
31;services;married;secondary;no;3334;yes;no;cellular;13;may;307;1;212;3;unknown;yes
43;blue-collar;married;secondary;no;621;no;no;cellular;15;jun;60;4;-1;0;other;no
42;admin.;single;secondary;no;-874;no;no;cellular;18;jul;295;1;-1;0;unknown;no
39;unknown;married;primary;no;-3000;no;no;unknown;13;nov;45;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;1657;yes;no;telephone;8;may;129;6;-1;0;unknown;no
45;admin.;divorced;secondary;no;879;yes;no;cellular;7;mar;18;2;-1;0;unknown;no
50;blue-collar;married;primary;no;-781;no;no;cellular;23;jul;444;2;-1;0;unknown;yes
31;admin.;married;primary;no;1537;yes;no;unknown;19;may;200;2;-1;0;unknown;no
62;management;divorced;primary;no;3917;no;no;cellular;10;may;920;1;-1;0;unknown;yes
57;technician;single;primary;no;4685;yes;no;unknown;12;apr;741;2;-1;0;unknown;yes
47;entrepreneur;married;secondary;no;-3000;no;no;cellular;2;jun;1701;4;-1;0;unknown;yes
27;management;divorced;secondary;no;267;no;no;cellular;27;may;27;7;-1;0;unknown;no
45;self-employed;single;secondary;no;4233;yes;no;cellular;14;dec;242;2;-1;0;unknown;no
44;management;married;secondary;no;6138;yes;no;cellular;10;may;136;3;-1;0;unknown;no
46;technician;married;unknown;no;-1101;no;no;unknown;17;may;197;1;-1;0;unknown;no
58;technician;single;tertiary;no;5484;no;no;telephone;13;jul;96;4;61;2;failure;no
39;admin.;single;secondary;no;-2700;yes;no;cellular;1;may;12;1;284;1;unknown;no
63;student;married;secondary;no;4794;no;no;cellular;23;jun;319;3;-1;0;unknown;yes
45;management;divorced;secondary;no;504;yes;no;cellular;25;jun;877;1;-1;0;unknown;yes
37;unemployed;single;secondary;no;6038;yes;no;unknown;15;jun;197;1;-1;0;unknown;yes
67;management;married;primary;no;-42;yes;no;cellular;1;aug;103;1;-1;0;unknown;yes
50;unemployed;married;tertiary;no;420;no;yes;cellular;15;may;724;2;-1;0;unknown;yes
35;services;married;secondary;no;949;yes;no;cellular;26;nov;117;3;-1;0;failure;no
41;blue-collar;single;tertiary;no;-3000;yes;no;cellular;20;aug;639;4;-1;0;unknown;no
47;management;married;secondary;no;-3000;no;no;unknown;15;may;503;2;-1;0;unknown;no
39;unknown;married;tertiary;no;2880;yes;no;unknown;14;may;195;1;-1;0;failure;no
42;technician;single;tertiary;no;4315;yes;no;cellular;13;may;293;6;172;1;unknown;no
32;admin.;single;primary;no;3172;yes;no;telephone;2;may;313;2;-1;0;unknown;no
22;services;married;secondary;no;-2411;no;no;cellular;8;jun;266;1;251;2;unknown;yes
42;entrepreneur;single;secondary;no;2790;no;yes;unknown;9;feb;45;2;-1;0;unknown;no
42;admin.;married;secondary;no;-1620;no;yes;cellular;19;dec;306;3;-1;0;unknown;no
46;management;single;secondary;no;2572;no;yes;cellular;19;apr;0;5;262;2;unknown;yes
34;blue-collar;married;secondary;no;4743;no;no;cellular;23;may;321;1;-1;0;failure;yes
26;technician;married;secondary;no;2452;no;yes;cellular;9;apr;210;3;4;0;unknown;yes
30;entrepreneur;single;tertiary;no;5755;yes;no;cellular;23;may;78;2;-1;0;unknown;no
52;technician;married;primary;no;900;yes;no;telephone;28;sep;423;4;261;2;unknown;yes
33;admin.;married;unknown;no;700;no;no;unknown;7;jul;135;1;-1;0;unknown;no
36;blue-collar;single;secondary;no;1552;no;no;cellular;14;may;172;5;-1;0;unknown;no
37;blue-collar;single;tertiary;no;-2677;yes;no;telephone;2;nov;7;2;-1;0;unknown;no
34;blue-collar;single;secondary;no;141;yes;no;cellular;12;aug;133;1;-1;0;unknown;yes
33;admin.;single;primary;no;404;yes;no;cellular;11;aug;47;2;-1;0;unknown;no
31;blue-collar;married;tertiary;no;498;yes;yes;cellular;17;oct;84;5;-1;0;unknown;no
56;management;married;secondary;no;2154;yes;no;telephone;2;jul;75;3;-1;0;unknown;no
48;blue-collar;married;secondary;no;-3000;yes;no;cellular;28;jun;12;2;-1;0;unknown;no
54;management;married;secondary;no;-2086;yes;no;cellular;22;may;160;5;-1;0;unknown;no
56;housemaid;divorced;secondary;no;4746;no;yes;cellular;28;may;192;3;87;1;unknown;no
18;technician;married;secondary;no;-3000;yes;no;cellular;12;jun;220;5;-1;0;unknown;no
44;technician;married;tertiary;no;3199;no;no;unknown;26;nov;161;4;-1;0;unknown;yes
34;management;married;primary;no;229;no;no;cellular;15;jul;529;3;-1;0;unknown;yes
53;entrepreneur;divorced;tertiary;no;1830;no;no;cellular;8;dec;9;1;-1;0;unknown;no
32;admin.;married;tertiary;no;6024;no;yes;cellular;8;may;247;1;-1;0;success;yes
29;technician;married;primary;no;956;yes;no;cellular;22;jul;522;5;131;2;failure;yes
25;admin.;married;primary;no;3226;no;no;unknown;18;jul;10;1;-1;0;failure;yes
37;blue-collar;single;tertiary;no;1525;no;no;cellular;14;jul;178;1;-1;0;unknown;yes
51;blue-collar;married;secondary;no;1021;yes;no;telephone;25;jul;231;1;-1;0;unknown;no
43;blue-collar;single;secondary;no;650;yes;no;cellular;10;may;55;2;192;4;unknown;no
27;blue-collar;divorced;primary;no;3453;yes;no;unknown;4;apr;75;3;57;1;unknown;no
64;student;married;secondary;no;-844;yes;no;unknown;16;dec;400;5;36;1;unknown;yes
48;blue-collar;single;primary;no;-2046;yes;no;telephone;16;feb;217;3;-1;0;unknown;no
49;retired;divorced;secondary;no;1573;no;no;unknown;21;jun;98;3;-1;0;other;yes
55;blue-collar;single;tertiary;no;1928;yes;no;cellular;17;may;376;4;-1;0;unknown;yes
22;admin.;married;secondary;no;-3000;no;no;unknown;9;may;357;4;-1;0;unknown;no
30;technician;married;secondary;no;1318;no;yes;unknown;11;aug;110;1;-1;0;unknown;no
50;blue-collar;single;unknown;no;-2330;no;no;unknown;27;aug;174;3;139;4;unknown;yes
32;technician;married;tertiary;no;3230;no;no;cellular;27;nov;283;3;-1;0;failure;yes
37;management;single;tertiary;no;-3000;no;no;unknown;26;may;109;4;-1;0;other;no
40;admin.;divorced;secondary;no;7125;yes;no;cellular;13;jul;257;3;-1;0;unknown;no
26;technician;divorced;tertiary;no;335;no;no;cellular;1;nov;75;2;-1;0;unknown;no
37;blue-collar;married;primary;no;-1244;no;no;cellular;7;dec;89;2;-1;0;other;no
51;technician;married;primary;no;501;yes;no;unknown;11;dec;96;3;120;2;unknown;no
49;blue-collar;divorced;secondary;no;3018;no;no;cellular;25;aug;714;2;-1;0;failure;yes
53;technician;single;secondary;no;4021;no;no;cellular;3;apr;466;4;-1;0;unknown;yes
52;admin.;married;tertiary;no;527;no;yes;cellular;2;jan;216;1;-1;0;unknown;yes
45;management;divorced;secondary;no;-2966;yes;no;cellular;14;sep;215;2;-1;0;unknown;no
44;services;single;secondary;yes;-2286;no;yes;unknown;10;oct;15;4;-1;0;unknown;no
43;technician;married;tertiary;no;2209;yes;no;unknown;24;aug;272;4;-1;0;unknown;no
34;technician;married;secondary;no;4311;yes;no;cellular;20;may;103;2;-1;0;failure;no
29;technician;married;secondary;no;4702;yes;no;cellular;17;jul;246;2;-1;0;failure;no
33;technician;married;secondary;no;1854;yes;no;cellular;8;may;476;3;362;2;unknown;yes
37;blue-collar;married;secondary;no;4251;no;no;cellular;15;jun;12;1;-1;0;unknown;no
33;blue-collar;single;primary;no;7087;yes;no;cellular;22;may;242;3;-1;0;success;yes
45;blue-collar;married;unknown;no;4921;yes;yes;cellular;6;dec;215;2;262;4;failure;yes
43;housemaid;married;primary;no;4116;yes;no;cellular;20;may;60;1;-1;0;unknown;yes
44;management;married;primary;no;-1069;yes;no;cellular;22;jul;270;4;159;0;unknown;yes
44;management;married;tertiary;no;4237;yes;no;telephone;2;may;210;4;202;1;unknown;no
54;blue-collar;divorced;secondary;no;2733;yes;no;cellular;22;jul;379;2;-1;0;unknown;no
40;services;married;secondary;no;3301;no;no;cellular;15;jul;30;1;-1;0;unknown;no
52;blue-collar;married;secondary;no;5133;yes;no;cellular;16;dec;152;3;-1;0;unknown;no
46;blue-collar;single;secondary;no;2425;yes;no;unknown;2;apr;1607;1;255;1;unknown;yes
53;management;married;secondary;no;1042;yes;no;cellular;22;may;303;1;-1;0;unknown;no
58;technician;married;secondary;no;-1859;no;no;cellular;14;aug;299;3;-1;0;unknown;yes
47;services;married;secondary;no;460;yes;no;cellular;25;may;99;1;-1;0;unknown;yes
42;retired;married;tertiary;no;1988;no;no;unknown;23;may;25;2;-1;0;unknown;no
42;blue-collar;married;secondary;no;2182;no;no;unknown;28;jun;776;4;-1;0;unknown;no
35;management;married;tertiary;no;2081;no;no;telephone;28;jul;28;3;-1;0;failure;no
35;admin.;married;primary;no;4228;yes;no;cellular;20;feb;1279;5;-1;0;unknown;yes
50;housemaid;divorced;secondary;no;3946;no;no;telephone;1;may;34;1;-1;0;unknown;no
30;management;married;secondary;no;1163;no;no;unknown;9;aug;48;5;87;2;unknown;yes
58;admin.;married;tertiary;no;-1191;yes;no;cellular;17;jun;95;2;-1;0;success;no
39;blue-collar;single;primary;no;2500;no;no;unknown;21;feb;186;4;-1;0;unknown;no
72;technician;married;secondary;no;8089;no;yes;cellular;14;may;406;8;-1;0;failure;no
33;technician;single;tertiary;no;2313;no;no;cellular;23;jul;920;1;-1;0;failure;yes
43;entrepreneur;married;secondary;no;462;no;no;unknown;10;may;115;1;79;4;unknown;no
37;admin.;divorced;tertiary;no;2957;no;no;cellular;13;sep;5;2;-1;0;unknown;no
32;blue-collar;married;primary;no;3137;no;no;cellular;13;jul;249;2;-1;0;unknown;no
52;management;married;tertiary;no;3103;no;no;cellular;26;jun;322;1;-1;0;unknown;no
28;technician;married;tertiary;no;5468;no;no;unknown;22;dec;131;1;-1;0;unknown;yes
33;blue-collar;divorced;secondary;no;2508;no;no;cellular;19;may;52;5;-1;0;unknown;no
47;services;married;secondary;no;5326;yes;no;cellular;27;may;94;3;-1;0;unknown;no
49;admin.;married;primary;no;2040;yes;no;cellular;8;jul;277;1;-1;0;success;yes
25;unemployed;married;tertiary;no;5887;no;no;unknown;27;jul;177;2;-1;0;unknown;yes
47;housemaid;single;secondary;no;4970;yes;no;unknown;7;may;353;2;-1;0;unknown;no
42;student;married;primary;no;4115;no;yes;cellular;25;may;63;4;338;3;unknown;yes
30;entrepreneur;divorced;tertiary;no;3717;no;no;cellular;17;may;479;1;-1;0;unknown;no
32;retired;married;secondary;no;8254;no;no;cellular;8;may;44;1;-1;0;unknown;yes
18;blue-collar;married;primary;no;4579;no;no;cellular;4;aug;104;1;-1;0;unknown;yes
59;blue-collar;married;secondary;no;-1197;no;no;unknown;7;jul;232;1;-1;0;unknown;no
52;technician;married;primary;no;2087;yes;no;cellular;23;may;347;4;105;1;unknown;no
26;technician;married;secondary;no;555;no;no;cellular;20;may;80;3;145;3;unknown;no
49;technician;married;secondary;no;7543;yes;no;cellular;24;may;769;2;-1;0;unknown;yes
34;retired;single;secondary;no;5104;yes;no;cellular;28;may;318;1;-1;0;unknown;yes
51;technician;married;tertiary;no;7445;yes;no;cellular;17;mar;63;3;-1;0;unknown;no
35;admin.;married;tertiary;no;-929;yes;no;cellular;5;may;336;2;-1;0;unknown;yes
37;entrepreneur;married;secondary;no;4655;yes;no;unknown;20;may;309;1;-1;0;failure;no
37;blue-collar;married;primary;no;-2743;yes;no;cellular;4;jun;363;3;-1;0;unknown;no
33;retired;married;tertiary;no;-3000;no;yes;cellular;19;aug;643;1;374;2;unknown;yes
56;entrepreneur;married;secondary;no;159;no;no;cellular;1;may;323;4;-1;0;unknown;yes
50;blue-collar;married;secondary;no;5887;yes;no;unknown;21;dec;112;1;-1;0;unknown;no
42;management;single;secondary;no;-1627;yes;no;cellular;24;sep;406;3;-1;0;failure;no
52;technician;divorced;secondary;no;1299;no;no;unknown;10;dec;309;1;124;2;unknown;no
23;housemaid;married;tertiary;no;4916;no;no;unknown;6;nov;222;5;-1;0;success;yes
27;blue-collar;married;primary;no;3889;no;no;unknown;12;jul;113;1;-1;0;unknown;no
46;blue-collar;single;tertiary;no;7998;yes;yes;cellular;17;jul;660;1;-1;0;unknown;yes
49;blue-collar;married;primary;no;1360;no;no;cellular;5;apr;186;3;-1;0;unknown;no
44;blue-collar;married;tertiary;no;25;yes;yes;cellular;22;aug;257;2;-1;0;other;no
20;retired;married;primary;no;-1933;no;no;cellular;9;jul;139;4;-1;0;unknown;yes
29;retired;single;primary;no;246;yes;no;unknown;9;jun;394;4;115;1;unknown;yes
45;services;single;secondary;no;-1960;yes;no;cellular;5;jul;108;1;-1;0;failure;yes
67;housemaid;married;secondary;no;-3000;yes;no;cellular;19;may;432;1;-1;0;failure;yes
54;technician;married;secondary;no;7240;yes;no;cellular;22;jun;29;1;277;1;unknown;no
58;blue-collar;married;secondary;no;1496;yes;no;unknown;27;may;320;1;192;0;other;no
44;management;single;secondary;no;9124;no;no;cellular;24;aug;168;2;-1;0;failure;no
44;technician;married;primary;no;-1167;no;no;cellular;28;nov;311;5;-1;0;unknown;no
29;blue-collar;married;secondary;no;63;no;no;cellular;11;oct;197;3;-1;0;unknown;no
51;admin.;single;tertiary;no;-976;yes;no;unknown;28;aug;37;3;-1;0;unknown;no
40;technician;married;tertiary;no;-572;yes;yes;cellular;12;jan;168;6;74;1;unknown;no
48;entrepreneur;single;tertiary;no;3970;no;no;cellular;5;dec;868;1;-1;0;unknown;yes
41;services;married;tertiary;no;3048;no;no;cellular;8;may;365;3;-1;0;failure;no
44;admin.;married;secondary;no;3976;yes;no;unknown;17;nov;92;2;-1;0;unknown;yes
40;services;married;primary;no;5376;yes;no;cellular;8;may;749;2;-1;0;unknown;yes
43;blue-collar;single;secondary;no;4672;no;no;unknown;2;may;392;4;-1;0;unknown;no
52;admin.;single;tertiary;no;-1675;yes;no;telephone;23;aug;117;5;-1;0;unknown;no
27;retired;single;unknown;no;-221;yes;no;cellular;18;jul;240;2;-1;0;unknown;yes
24;blue-collar;married;secondary;no;1714;no;no;cellular;19;may;144;2;-1;0;unknown;no
45;housemaid;single;primary;no;12533;no;no;cellular;21;jul;26;3;-1;0;failure;yes
56;admin.;married;primary;no;3667;no;no;cellular;10;jun;426;4;-1;0;unknown;no
59;blue-collar;married;secondary;no;1670;yes;no;cellular;7;may;55;1;-1;0;unknown;no
27;blue-collar;divorced;secondary;no;3369;yes;yes;cellular;9;jul;159;1;-1;0;unknown;no
36;admin.;married;primary;no;-459;no;no;cellular;12;may;315;2;-1;0;unknown;no
24;technician;married;tertiary;yes;2137;no;no;cellular;12;jul;699;2;334;3;unknown;yes
34;admin.;married;secondary;no;4213;yes;no;unknown;5;jan;16;5;-1;0;unknown;no
53;management;married;tertiary;no;1263;yes;yes;unknown;11;jun;129;2;-1;0;unknown;yes
40;blue-collar;married;tertiary;no;-919;yes;no;cellular;17;may;247;1;-1;0;unknown;no
36;blue-collar;married;tertiary;no;1116;yes;no;cellular;15;may;392;2;-1;0;unknown;no
46;technician;married;secondary;no;391;no;no;unknown;11;jun;659;1;-1;0;unknown;yes
32;blue-collar;divorced;secondary;no;-2721;no;no;unknown;15;jul;0;4;-1;0;unknown;no
58;unemployed;single;secondary;no;-364;yes;no;unknown;16;dec;256;4;-1;0;unknown;yes
41;blue-collar;married;secondary;no;-2828;yes;no;cellular;19;sep;1;2;-1;0;unknown;no
36;services;married;secondary;no;-2360;no;no;cellular;21;aug;402;1;273;2;unknown;no
47;management;married;unknown;no;-2072;yes;yes;cellular;12;jun;42;1;181;0;unknown;no
51;technician;married;tertiary;no;4210;no;no;cellular;3;may;585;2;-1;0;unknown;no
58;management;married;tertiary;no;5817;no;no;cellular;8;feb;43;2;-1;0;unknown;no
38;management;single;tertiary;no;-3000;no;no;cellular;24;may;375;1;-1;0;unknown;yes
52;blue-collar;married;secondary;no;6090;yes;yes;cellular;11;oct;88;1;-1;0;failure;no
42;blue-collar;married;primary;no;-2029;yes;no;telephone;1;may;211;2;-1;0;other;no
34;technician;married;secondary;no;3590;yes;no;cellular;24;jun;243;4;-1;0;unknown;no
32;blue-collar;married;secondary;no;2125;yes;no;cellular;4;may;60;2;-1;0;failure;no
28;housemaid;divorced;tertiary;no;3257;yes;no;unknown;27;may;92;2;-1;0;unknown;no
32;services;single;secondary;no;-2147;no;no;unknown;6;feb;29;1;-1;0;unknown;no
53;entrepreneur;married;secondary;no;-3000;no;no;cellular;10;jul;1;3;-1;0;failure;no
48;technician;single;secondary;no;-1058;no;no;unknown;15;may;71;3;-1;0;unknown;no
27;services;married;primary;no;2630;yes;no;cellular;8;jul;188;1;-1;0;unknown;no
21;management;divorced;secondary;no;7220;no;no;cellular;14;jun;325;1;-1;0;unknown;yes
28;technician;single;tertiary;no;-1739;no;no;unknown;2;aug;410;4;-1;0;unknown;no
32;admin.;married;secondary;no;1053;yes;no;cellular;24;aug;18;2;-1;0;failure;no
37;blue-collar;married;secondary;no;-897;no;no;cellular;23;aug;82;2;-1;0;unknown;yes
53;management;married;secondary;no;1298;yes;no;cellular;20;jun;382;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;-3000;yes;yes;cellular;28;may;170;1;-1;0;other;no
59;services;single;primary;no;5844;yes;yes;cellular;21;dec;52;3;-1;0;unknown;no
22;technician;married;unknown;no;1422;no;no;cellular;6;feb;129;1;-1;0;unknown;yes
37;management;married;secondary;no;4101;no;no;cellular;3;may;81;1;-1;0;unknown;no
49;entrepreneur;single;secondary;no;653;yes;no;unknown;2;may;13;1;-1;0;unknown;no
50;unemployed;divorced;secondary;no;1921;yes;no;cellular;14;jul;375;3;-1;0;unknown;no
37;management;married;tertiary;no;4736;yes;no;cellular;18;jan;89;2;173;2;unknown;yes
52;management;married;secondary;no;1745;yes;yes;cellular;15;aug;754;2;-1;0;unknown;no
49;entrepreneur;married;secondary;no;1853;yes;yes;unknown;4;jun;569;2;-1;0;unknown;no
33;technician;married;primary;no;-1031;yes;no;unknown;16;jun;327;2;-1;0;unknown;no
44;management;divorced;tertiary;no;-253;yes;yes;unknown;23;may;102;3;-1;0;unknown;no
48;services;married;secondary;no;-1688;no;yes;cellular;12;jun;85;5;-1;0;unknown;no
34;technician;married;secondary;no;-864;yes;no;cellular;17;may;167;1;-1;0;unknown;no
59;entrepreneur;married;secondary;no;5103;no;no;cellular;1;apr;113;7;-1;0;unknown;no
31;management;married;secondary;no;6775;yes;no;cellular;20;may;601;2;-1;0;unknown;yes
42;technician;single;tertiary;yes;-2391;yes;no;cellular;9;jul;34;1;-1;0;unknown;no
27;housemaid;single;tertiary;no;2535;yes;no;unknown;12;jul;335;1;-1;0;unknown;no
